cause_code,level3_name,total,0,1-4,5-9,10-14,15-24,25-44,45-64,65+
00-03-00,Unspecifiable: No significant pathology that would explain the death,32,1,1,1,0,0,1,0,28
03-02-01,Non communicable disease: Respiratory disorder: Chronic obstructive pulmonary disease,27,0,0,1,0,0,1,4,21
01-01-99,Communicable disease: Acute febrile illness: Other specific unlisted,26,4,1,3,0,0,3,4,11
03-99-00,Non communicable disease: Other specific unlisted,24,0,8,1,0,3,3,5,4
03-04-99,Non communicable disease: Central nervous system disorder: Other specific unlisted,22,1,3,0,0,0,1,2,15
03-01-99,Non communicable disease: Cardiovascular disorder: Other specific unlisted,21,2,1,0,1,1,2,4,10
04-00-00,External cause: Unspecifiable,21,0,2,2,0,3,8,3,3
04-02-00,External cause: Fall,21,1,0,2,2,0,4,0,12
03-01-00,Non communicable disease: Cardiovascular disorder: Unspecifiable,19,0,1,0,0,1,1,7,9
03-06-07,Non communicable disease: Neoplasm: Oesophagus,18,1,0,0,0,0,1,5,11
02-99-00,Direct maternal cause: Other specific unlisted,18,1,0,0,0,7,10,0,0
03-06-01,Non communicable disease: Neoplasm: Breast,13,0,0,0,0,0,2,5,6
02-00-00,Direct maternal cause: Unspecifiable,12,0,0,0,0,4,7,1,0
03-03-99,Non communicable disease: Gastro intestinal disorder: Other specific unlisted,12,0,3,0,0,0,2,1,6
03-02-00,Non communicable disease: Respiratory disorder: Unspecifiable,12,0,3,0,0,0,2,0,7
02-03-00,Direct maternal cause: Ante postpartum haemorrhage,10,0,0,0,0,1,9,0,0
05-04-00,Causes specific to infancy: Congenital abnormality,10,7,2,1,0,0,0,0,0
05-99-00,Causes specific to infancy: Other specific unlisted,10,10,0,0,0,0,0,0,0
02-05-00,Direct maternal cause: Puerperal sepsis,9,0,0,0,0,4,4,0,1
01-01-03,Communicable disease: Acute febrile illness: Measles,9,0,6,3,0,0,0,0,0
04-07-00,External cause: Contact with venomous animals and plants,8,1,1,2,1,1,0,2,0
03-06-03,Non communicable disease: Neoplasm: Liver,8,0,0,0,0,2,2,1,3
03-06-05,Non communicable disease: Neoplasm: Lung,7,0,0,0,0,0,1,1,5
03-07-99,Non communicable disease: Genito urinary disorders: Other specific unlisted,7,0,0,0,1,0,1,0,5
01-03-00,Communicable disease: Hepatitis,6,0,1,0,0,4,1,0,0
00-04-00,"Unspecifiable: Multiple significant pathology, single COD can't be isolated",5,2,1,0,0,0,0,0,2
03-08-99,Non communicable disease: Anaemia: Other specific unlisted,5,0,0,1,0,2,0,1,1
00-01-00,Unspecifiable: No information (VAQ not available),4,0,1,0,0,0,2,0,1
04-04-00,External cause: Exposure to smoke/fire/flames,4,0,4,0,0,0,0,0,0
03-06-06,Non communicable disease: Neoplasm: Oral,4,0,0,0,1,0,0,1,2
03-04-01,Non communicable disease: Central nervous system disorder: Mental/behavioural disorder,4,0,0,0,0,2,0,0,2
02-02-00,Direct maternal cause: Eclampsia,4,2,0,0,0,1,1,0,0
03-04-00,Non communicable disease: Central nervous system disorder: Unspecifiable,3,0,1,0,0,0,0,0,2
03-05-00,Non communicable disease: Endocrine disorders: Unspecifiable,3,1,0,0,0,0,1,1,0
01-04-03,Communicable disease: TB/AIDS: Extrapulmonary TB,3,0,0,0,0,0,1,1,1
03-07-00,Non communicable disease: Genito urinary disorders: Unspecifiable,2,0,1,0,0,0,0,0,1
01-99-00,Communicable disease: Other specific unlisted,2,0,0,0,0,0,0,0,2
01-07-00,Communicable disease: Rabies,2,0,1,1,0,0,0,0,0
03-02-99,Non communicable disease: Respiratory disorder: Other specific unlisted,2,0,0,0,0,0,1,0,1
02-06-00,Direct maternal cause: Anaemia in pregnancy,2,0,0,0,0,0,2,0,0
02-01-00,Direct maternal cause: Abortion,1,0,0,0,0,1,0,0,0
01-06-00,Communicable disease: Tetanus (exc. neonatal tetanus),1,0,0,0,0,0,1,0,0
01-04-00,Communicable disease: TB/AIDS: Unspecifiable,1,0,0,0,0,0,0,1,0
01-00-00,Communicable disease: Unspecifiable,1,0,0,0,0,0,1,0,0
03-05-99,Non communicable disease: Endocrine disorders: Other specific unlisted,1,0,0,0,0,0,1,0,0
03-00-00,Non communicable disease: Unspecifiable,1,0,0,0,0,0,0,1,0
05-02-00,Causes specific to infancy: Stillbirth,1,1,0,0,0,0,0,0,0
05-09-00,Causes specific to infancy: Neonatal tetanus,1,1,0,0,0,0,0,0,0
