stratum,va_type,level,experiment,null_model,n_simulations,n_reference,n_predicted,observed_csmf_accuracy,null_mean,null_sd,null_p2_5,null_p50,null_p97_5,observed_minus_null_mean,observed_percentile_vs_null,empirical_p_sim_ge_observed
va_type,infant,level2,EXP2,stratum_physician_prior,1000,501,499,0.49866999467997875,0.9618913547094189,0.012812669918074778,0.9330336673346693,0.9637995991983968,0.9819531062124248,-0.46322136002944014,0.0,1.0
va_type,infant,level2,EXP3,uniform_codes,1000,501,421,0.8595967210472167,0.35812633254156767,0.020945201938255387,0.3174441805225653,0.35790498812351546,0.40074584323040363,0.5014703885056491,1.0,0.000999000999000999
va_type,infant,level2,EXP3,overall_physician_prior,1000,501,421,0.8595967210472167,0.35718671733966745,0.02201509884103714,0.31491437054631827,0.35778622327790977,0.4013871733966746,0.5024100037075493,1.0,0.000999000999000999
va_type,infant,level2,EXP3,stratum_physician_prior,1000,501,421,0.8595967210472167,0.9584685225653207,0.014344735275874794,0.9253077197149644,0.9603135391923991,0.9815496437054633,-0.09887180151810393,0.0,1.0
va_type,infant,level2,EXP4,uniform_codes,1000,501,501,0.5329341317365268,0.35779199999999994,0.01903068319590505,0.32000000000000006,0.3579999999999999,0.396,0.17514213173652687,1.0,0.000999000999000999
va_type,infant,level2,EXP4,overall_physician_prior,1000,501,501,0.5329341317365268,0.35879599999999995,0.02022848426292923,0.32000000000000006,0.3599999999999999,0.398,0.17413813173652687,1.0,0.000999000999000999
va_type,infant,level2,EXP4,stratum_physician_prior,1000,501,501,0.5329341317365268,0.961182,0.01345317300356551,0.932,0.964,0.984,-0.42824786826347316,0.0,1.0
va_type,infant,level3,EXP1,uniform_codes,1000,501,501,0.8003992015968064,0.30843999999999994,0.018019408955320906,0.2739999999999999,0.30800000000000005,0.34205,0.4919592015968065,1.0,0.000999000999000999
va_type,infant,level3,EXP1,overall_physician_prior,1000,501,501,0.8003992015968064,0.40186799999999995,0.021047792891074963,0.36395,0.4019999999999998,0.44399999999999995,0.3985312015968065,1.0,0.000999000999000999
va_type,infant,level3,EXP1,stratum_physician_prior,1000,501,501,0.8003992015968064,0.959778,0.012958187783429848,0.9299999999999999,0.962,0.982,-0.15937879840319358,0.0,1.0
va_type,infant,level3,EXP2,uniform_codes,1000,501,499,0.4946779787119149,0.30805694989979954,0.01789843057447018,0.2746653306613225,0.3088016032064127,0.34293787575150303,0.18662102881211534,1.0,0.000999000999000999
va_type,infant,level3,EXP2,overall_physician_prior,1000,501,499,0.4946779787119149,0.4017393787575149,0.021861162331925716,0.3592665330661321,0.40143486973947873,0.4435168336673347,0.09293859995439996,1.0,0.000999000999000999
va_type,infant,level3,EXP2,stratum_physician_prior,1000,501,499,0.4946779787119149,0.9599172905811624,0.012921308641434306,0.9327771543086172,0.9611182364729459,0.9799754509018036,-0.4652393118692475,0.0,1.0
va_type,infant,level3,EXP3,uniform_codes,1000,501,421,0.8595967210472167,0.3087072114014252,0.020049182298091363,0.26978372921615185,0.30792399049881247,0.3483847980997625,0.5508895096457915,1.0,0.000999000999000999
va_type,infant,level3,EXP3,overall_physician_prior,1000,501,421,0.8595967210472167,0.4017562802850356,0.024116518860984124,0.356166270783848,0.4013871733966745,0.451377672209026,0.4578404407621811,1.0,0.000999000999000999
va_type,infant,level3,EXP3,stratum_physician_prior,1000,501,421,0.8595967210472167,0.955415377672209,0.014127901922181978,0.9246612826603325,0.9569263657957244,0.9783498812351544,-0.09581865662499223,0.0,1.0
va_type,infant,level3,EXP4,uniform_codes,1000,501,501,0.530938123752495,0.30898999999999993,0.01766487893952144,0.2739999999999999,0.30800000000000016,0.34399999999999986,0.22194812375249512,1.0,0.000999000999000999
va_type,infant,level3,EXP4,overall_physician_prior,1000,501,501,0.530938123752495,0.40163999999999994,0.0210865607210622,0.36,0.4019999999999998,0.4440499999999999,0.1292981237524951,1.0,0.000999000999000999
va_type,infant,level3,EXP4,stratum_physician_prior,1000,501,501,0.530938123752495,0.9603160000000001,0.012560011858987148,0.932,0.962,0.982,-0.429377876247505,0.0,1.0
